# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "analyses/03_annotation/prokka/pacbio_prokka/E745.gff" "-o" "analyses/06_read_counting/featurecounts/gene_counts.txt" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam
E745_02338	CP014529.1	2331442	2332131	-	690	207	212	217	1591	1670	1482
E745_02339	CP014529.1	2332235	2332657	-	423	199	240	209	1552	1470	1411
E745_02340	CP014529.1	2333000	2333668	+	669	33	68	51	52	27	26
E745_02341	CP014529.1	2333681	2334553	+	873	50	51	43	41	45	50
E745_02342	CP014529.1	2334644	2335663	-	1020	45	52	24	44	56	39
E745_02343	CP014529.1	2335836	2336723	-	888	45	45	44	32	12	21
E745_02344	CP014529.1	2336800	2337345	-	546	48	78	68	278	230	200
E745_02345	CP014529.1	2337446	2337616	-	171	20	18	16	20	6	10
E745_02346	CP014529.1	2337640	2337792	-	153	21	21	17	20	29	34
E745_02347	CP014529.1	2337954	2338598	+	645	118	132	141	77	58	42
E745_02348	CP014529.1	2338654	2339157	-	504	16	27	28	58	52	54
E745_02349	CP014529.1	2339754	2340719	+	966	6	8	10	40	48	41
E745_02350	CP014529.1	2340818	2341990	-	1173	9	8	2	8	6	14
E745_02351	CP014529.1	2341977	2343122	-	1146	4	8	12	0	4	4
E745_02352	CP014529.1	2343136	2344068	-	933	2	4	2	0	2	2
E745_02353	CP014529.1	2344185	2345264	+	1080	0	12	8	8	18	14
E745_02354	CP014529.1	2345261	2345890	+	630	6	7	4	2	2	2
E745_02355	CP014529.1	2346000	2346227	-	228	45	22	37	54	19	28
E745_02356	CP014529.1	2346330	2348918	-	2589	64	59	72	142	146	106
E745_02357	CP014529.1	2348938	2349597	-	660	33	50	62	73	66	84
E745_02358	CP014529.1	2349646	2350149	-	504	8	15	10	53	40	40
E745_02359	CP014529.1	2350370	2351236	-	867	6	12	12	16	20	25
E745_02360	CP014529.1	2351345	2351986	+	642	16	23	27	94	80	61
E745_02361	CP014529.1	2352048	2353409	-	1362	54	69	85	262	230	176
E745_02362	CP014529.1	2353427	2354326	-	900	72	77	69	167	124	120
E745_02363	CP014529.1	2354328	2355125	-	798	69	70	41	79	52	46
E745_02364	CP014529.1	2355103	2355807	-	705	41	39	41	37	28	25
E745_02365	CP014529.1	2355938	2356513	+	576	8	11	22	37	13	23
E745_02366	CP014529.1	2356631	2357308	+	678	92	82	79	223	160	221
E745_02367	CP014529.1	2357398	2358693	-	1296	0	2	4	6	2	4
E745_02368	CP014529.1	2358898	2360706	-	1809	383	419	433	404	320	351
E745_02369	CP014529.1	2360882	2361880	-	999	12	14	14	22	32	16
E745_02370	CP014529.1	2362106	2362759	-	654	315	366	325	198	203	168
E745_02371	CP014529.1	2363091	2363489	-	399	629	683	613	172	192	198
E745_02372	CP014529.1	2364254	2364961	+	708	6	12	4	24	32	24
E745_02373	CP014529.1	2365107	2368301	-	3195	138	162	133	344	289	276
E745_02374	CP014529.1	2368320	2371448	-	3129	125	118	112	245	222	223
E745_02375	CP014529.1	2371455	2372576	-	1122	4	10	12	54	35	38
E745_02376	CP014529.1	2372768	2373391	-	624	42	50	44	60	74	42
E745_02377	CP014529.1	2373520	2374254	+	735	6	6	4	15	14	20
E745_02378	CP014529.1	2374244	2374528	+	285	8	7	18	26	5	13
E745_02379	CP014529.1	2374603	2376486	-	1884	567	627	604	602	485	435
E745_02380	CP014529.1	2376752	2377627	-	876	187	183	154	327	273	194
E745_02381	CP014529.1	2377736	2379505	-	1770	260	293	234	728	699	649
E745_02382	CP014529.1	2379520	2380812	-	1293	55	74	57	325	310	250
E745_02383	CP014529.1	2381206	2382153	+	948	260	244	216	78	76	68
E745_02384	CP014529.1	2382242	2383501	-	1260	148	111	124	50	58	40
E745_02385	CP014529.1	2383672	2384118	-	447	146	150	100	126	114	95
E745_02386	CP014529.1	2384129	2386342	-	2214	1448	1542	1535	1336	1231	1072
E745_02387	CP014529.1	2386575	2387339	-	765	22	24	18	62	40	41
E745_02388	CP014529.1	2387340	2388287	-	948	22	31	23	83	72	34
E745_02389	CP014529.1	2388300	2388788	-	489	5	7	4	19	28	21
E745_02390	CP014529.1	2388754	2389425	-	672	4	13	7	59	53	63
E745_02391	CP014529.1	2389563	2390849	+	1287	14	28	22	52	38	50
E745_02392	CP014529.1	2391193	2391477	+	285	22	39	17	6	10	10
E745_02393	CP014529.1	2391550	2392029	+	480	416	420	396	110	102	109
E745_02394	CP014529.1	2392740	2392868	+	129	41	32	33	8	6	14
E745_02395	CP014529.1	2392973	2394556	+	1584	14	10	6	24	24	44
E745_02396	CP014529.1	2394993	2396177	-	1185	33	52	32	307	252	276
E745_02397	CP014529.1	2396202	2397209	-	1008	14	12	10	304	315	282
E745_02398	CP014529.1	2397381	2397740	-	360	0	0	0	0	4	0
E745_02399	CP014529.1	2397712	2398137	-	426	0	0	0	1	0	0
E745_02400	CP014529.1	2398100	2398402	-	303	0	0	0	1	0	0
E745_02401	CP014529.1	2398419	2398913	-	495	2	0	8	0	0	2
E745_02402	CP014529.1	2398864	2399142	-	279	0	0	0	0	0	0
E745_02403	CP014529.1	2399139	2400188	-	1050	2	0	2	2	0	4
E745_02404	CP014529.1	2400145	2401074	-	930	0	0	0	2	0	2
E745_02405	CP014529.1	2401206	2402960	+	1755	150	149	140	20	16	16
E745_02406	CP014529.1	2403058	2403720	-	663	6	10	16	40	12	28
E745_02407	CP014529.1	2403790	2404572	-	783	38	48	41	99	99	118
E745_02408	CP014529.1	2404776	2405987	-	1212	74	56	67	54	48	50
E745_02409	CP014529.1	2405980	2406717	-	738	28	30	36	34	18	25
E745_02410	CP014529.1	2406855	2407289	+	435	111	120	141	41	38	29
E745_02411	CP014529.1	2407282	2407626	+	345	196	194	187	69	53	70
E745_02412	CP014529.1	2407806	2408816	+	1011	514	525	513	342	257	208
E745_02413	CP014529.1	2408885	2409829	-	945	138	121	111	160	98	102
E745_02414	CP014529.1	2409813	2412533	-	2721	229	235	254	170	111	179
E745_02415	CP014529.1	2412530	2413750	-	1221	42	54	60	20	33	24
E745_02416	CP014529.1	2414031	2414867	-	837	6	6	8	16	12	26
E745_02420	CP014529.1	2420758	2422068	-	1311	2	0	4	8	4	2
E745_02421	CP014529.1	2422080	2423498	-	1419	0	0	0	2	2	2
E745_02422	CP014529.1	2423738	2425306	-	1569	2	0	0	10	8	4
E745_02423	CP014529.1	2425310	2425720	-	411	0	0	0	3	0	0
E745_02424	CP014529.1	2425717	2426640	-	924	4	2	0	0	4	2
E745_02425	CP014529.1	2426637	2427536	-	900	0	0	0	0	0	2
E745_02426	CP014529.1	2427502	2428839	-	1338	4	0	2	0	2	4
E745_02427	CP014529.1	2428842	2429945	-	1104	0	0	0	0	0	0
E745_02428	CP014529.1	2430019	2431527	-	1509	0	0	8	2	6	2
E745_02429	CP014529.1	2431493	2432185	-	693	0	0	0	0	0	0
E745_02430	CP014529.1	2432207	2433181	-	975	0	0	0	0	0	0
E745_02431	CP014529.1	2433483	2434355	+	873	2	2	0	0	0	2
E745_02432	CP014529.1	2434813	2437011	-	2199	2	2	2	6	6	4
E745_02433	CP014529.1	2437243	2438235	+	993	6	6	18	26	24	20
E745_02434	CP014529.1	2438295	2439716	+	1422	5	6	4	2	4	2
E745_02435	CP014529.1	2439709	2441208	+	1500	2	0	0	6	4	4
E745_02436	CP014529.1	2441247	2442641	+	1395	6	8	4	6	4	10
E745_02437	CP014529.1	2442800	2443483	+	684	0	2	0	8	6	2
E745_02438	CP014529.1	2443485	2444321	+	837	6	4	2	2	11	6
E745_02439	CP014529.1	2444332	2446086	+	1755	4	4	4	14	16	7
E745_02440	CP014529.1	2446362	2446703	-	342	157	152	176	291	291	304
E745_02441	CP014529.1	2446771	2448942	-	2172	115	132	125	222	170	141
E745_02442	CP014529.1	2449153	2450010	+	858	28	24	20	66	40	42
E745_02443	CP014529.1	2450081	2450938	-	858	10	6	3	16	6	12
E745_02444	CP014529.1	2450923	2453625	-	2703	6	0	8	8	8	12
E745_02445	CP014529.1	2453638	2454927	-	1290	6	0	4	8	18	6
E745_02446	CP014529.1	2455077	2456123	+	1047	15	9	11	19	21	23
E745_02447	CP014529.1	2456125	2458278	+	2154	22	14	11	19	18	22
E745_02448	CP014529.1	2458751	2460196	-	1446	6	9	8	19	16	10
E745_02449	CP014529.1	2460199	2461923	-	1725	10	7	12	14	14	16
E745_02450	CP014529.1	2461916	2462530	-	615	0	1	2	2	0	2
E745_02451	CP014529.1	2462875	2464332	-	1458	4	3	6	2	4	2
E745_02452	CP014529.1	2464373	2465293	-	921	0	2	2	0	4	0
E745_02453	CP014529.1	2465305	2466252	-	948	0	0	0	2	0	2
E745_02454	CP014529.1	2466731	2467450	-	720	46	38	48	136	87	112
E745_02455	CP014529.1	2467499	2469145	-	1647	24	20	14	87	52	57
E745_02456	CP014529.1	2469324	2469914	+	591	10	10	6	2	2	0
E745_02457	CP014529.1	2470006	2471511	+	1506	86	64	70	114	94	122
E745_02458	CP014529.1	2471595	2472947	-	1353	4	2	2	6	12	6
E745_02459	CP014529.1	2472947	2473465	-	519	0	0	0	2	0	0
E745_02460	CP014529.1	2473481	2473807	-	327	0	0	2	0	0	0
E745_02461	CP014529.1	2473820	2475799	-	1980	26	21	34	0	6	2
E745_02462	CP014529.1	2475820	2476134	-	315	14	12	14	0	0	0
E745_02463	CP014529.1	2476302	2476595	+	294	10	2	4	8	10	14
E745_02464	CP014529.1	2476673	2477743	-	1071	2	8	2	32	21	38
E745_02465	CP014529.1	2479139	2480158	-	1020	37	24	56	46	41	42
E745_02466	CP014529.1	2480305	2483097	-	2793	67	63	65	104	78	70
E745_02467	CP014529.1	2483903	2484127	-	225	2	0	2	2	4	3
E745_02468	CP014529.1	2485004	2485765	-	762	47	42	30	42	36	49
E745_02469	CP014529.1	2485865	2487586	+	1722	53	44	56	1587	1504	1223
E745_02470	CP014529.1	2487601	2489385	+	1785	50	48	62	1391	1128	1112
E745_02471	CP014529.1	2489766	2491319	-	1554	16	10	16	38	36	46
E745_02472	CP014529.1	2491667	2494081	-	2415	224	249	216	819	723	675
E745_02473	CP014529.1	2494508	2496526	-	2019	1053	1187	1193	246	275	211
E745_02474	CP014529.1	2496896	2497552	+	657	16	8	12	43	28	36
E745_02475	CP014529.1	2497552	2498508	+	957	74	56	65	222	174	190
E745_02476	CP014529.1	2498508	2499074	+	567	66	73	62	172	201	121
E745_02477	CP014529.1	2499279	2501048	-	1770	40	50	54	226	211	186
E745_02478	CP014529.1	2501051	2502763	-	1713	35	26	25	204	157	182
E745_02479	CP014529.1	2502878	2503546	+	669	10	20	10	6	22	11
E745_02480	CP014529.1	2503613	2504401	-	789	14	12	12	52	68	63
E745_02481	CP014529.1	2504484	2505959	-	1476	0	2	2	4	4	8
E745_02482	CP014529.1	2506182	2507477	+	1296	4	6	4	10	8	9
E745_02483	CP014529.1	2507611	2508804	-	1194	120	112	112	320	250	252
E745_02513	CP014529.1	2517248	2518543	+	1296	4	8	4	4	12	8
E745_02514	CP014529.1	2518637	2520133	-	1497	556	611	521	1710	1463	1280
E745_02515	CP014529.1	2520244	2521248	-	1005	58	44	46	117	124	87
E745_02516	CP014529.1	2521249	2522136	-	888	36	34	26	142	107	82
E745_02517	CP014529.1	2522353	2524464	-	2112	748	863	815	1016	884	766
E745_02518	CP014529.1	2524554	2525099	-	546	141	144	148	201	247	207
E745_02519	CP014529.1	2525099	2526553	-	1455	72	75	36	75	80	82
E745_02520	CP014529.1	2526664	2527134	-	471	331	347	371	412	404	350
E745_02521	CP014529.1	2527180	2527605	-	426	157	141	162	201	160	171
E745_02522	CP014529.1	2527672	2527941	-	270	16	12	13	25	61	37
E745_02523	CP014529.1	2527952	2529547	-	1596	20	31	30	78	76	105
E745_02524	CP014529.1	2529562	2533083	-	3522	147	131	179	333	351	283
E745_02525	CP014529.1	2533100	2533660	-	561	2	4	4	21	37	34
E745_02526	CP014529.1	2534013	2534987	+	975	553	648	632	2619	2462	2578
E745_02527	CP014529.1	2535157	2536557	+	1401	107	130	158	206	144	152
E745_02528	CP014529.1	2536635	2537357	-	723	66	44	66	97	83	66
E745_02529	CP014529.1	2537436	2537942	-	507	8	7	11	6	21	8
E745_02530	CP014529.1	2538065	2539864	+	1800	114	127	116	108	106	124
E745_02531	CP014529.1	2539932	2541506	-	1575	6832	7581	7280	2174	2218	2154
E745_02532	CP014529.1	2541761	2542270	-	510	32	30	29	31	34	36
E745_02533	CP014529.1	2542274	2543128	-	855	170	181	142	189	146	153
E745_02534	CP014529.1	2543283	2543921	-	639	181	174	168	177	164	143
E745_02535	CP014529.1	2543922	2544572	-	651	65	72	83	53	66	66
E745_02536	CP014529.1	2544585	2545484	-	900	208	273	206	182	133	155
E745_02537	CP014529.1	2545649	2547718	-	2070	483	436	510	751	755	712
E745_02538	CP014529.1	2547715	2548455	-	741	123	135	130	257	225	198
E745_02539	CP014529.1	2548468	2549826	-	1359	178	189	155	260	250	229
E745_02540	CP014529.1	2549826	2550764	-	939	50	78	58	148	130	148
E745_02541	CP014529.1	2550757	2551248	-	492	59	57	53	74	67	51
E745_02542	CP014529.1	2551263	2553671	-	2409	143	120	133	213	153	180
E745_02543	CP014529.1	2553924	2554229	-	306	384	341	339	182	212	207
E745_02544	CP014529.1	2554234	2554848	-	615	691	667	552	427	385	332
E745_02545	CP014529.1	2555335	2555619	-	285	16	22	20	36	33	34
E745_02546	CP014529.1	2555637	2556527	-	891	40	27	43	65	67	60
E745_02547	CP014529.1	2556547	2556765	-	219	8	18	6	15	23	18
E745_02548	CP014529.1	2556735	2558435	-	1701	26	36	23	32	38	22
E745_02549	CP014529.1	2558701	2559474	+	774	187	192	222	96	94	66
E745_02550	CP014529.1	2559555	2560124	-	570	40	63	54	36	22	16
E745_02551	CP014529.1	2560298	2561269	-	972	159	180	186	292	279	266
E745_02552	CP014529.1	2561363	2562736	-	1374	204	251	237	508	482	491
E745_02553	CP014529.1	2563239	2564057	-	819	68	76	54	130	104	165
E745_02554	CP014529.1	2564224	2565048	-	825	12	18	0	24	28	26
E745_02555	CP014529.1	2565021	2565701	-	681	6	10	12	34	22	14
E745_02556	CP014529.1	2565724	2566662	-	939	10	16	16	83	71	76
E745_02557	CP014529.1	2566907	2567752	-	846	113	132	122	161	154	175
E745_02558	CP014529.1	2567912	2570485	-	2574	128	133	137	165	145	158
E745_02559	CP014529.1	2570626	2571432	+	807	44	48	35	62	62	68
E745_02560	CP014529.1	2571511	2573067	-	1557	822	818	910	769	628	654
E745_02561	CP014529.1	2573478	2574527	-	1050	451	519	493	644	514	525
E745_02562	CP014529.1	2574636	2575877	-	1242	53	57	42	139	116	122
E745_02563	CP014529.1	2576117	2576695	-	579	106	130	122	206	197	140
E745_02564	CP014529.1	2576904	2577788	-	885	91	108	109	152	179	175
E745_02565	CP014529.1	2578566	2579852	-	1287	64	73	88	102	97	91
E745_02566	CP014529.1	2579845	2581113	-	1269	30	42	31	67	45	52
E745_02567	CP014529.1	2581365	2581826	+	462	66	84	82	101	100	90
E745_02568	CP014529.1	2581885	2582331	-	447	54	38	28	30	30	50
E745_02569	CP014529.1	2582424	2582669	-	246	134	217	178	106	127	104
E745_02570	CP014529.1	2582784	2583362	-	579	2	0	0	2	4	4
E745_02571	CP014529.1	2583439	2583969	-	531	39	37	30	159	79	77
E745_02572	CP014529.1	2583973	2584833	-	861	59	63	67	136	194	148
E745_02573	CP014529.1	2584826	2585221	-	396	33	18	24	63	68	76
E745_02574	CP014529.1	2585218	2586630	-	1413	59	63	55	253	206	200
E745_02575	CP014529.1	2586627	2587163	-	537	25	24	28	91	45	47
E745_02576	CP014529.1	2587485	2588945	-	1461	420	431	415	695	670	739
E745_02577	CP014529.1	2589115	2590272	-	1158	149	141	160	172	140	120
E745_02578	CP014529.1	2590306	2591676	-	1371	138	133	138	225	172	204
E745_02579	CP014529.1	2591739	2592266	-	528	56	68	53	64	60	67
E745_02580	CP014529.1	2592496	2593302	+	807	51	55	61	73	63	42
E745_02581	CP014529.1	2593299	2594546	+	1248	141	127	141	266	211	188
E745_02582	CP014529.1	2594622	2594966	+	345	53	55	32	70	65	63
E745_02583	CP014529.1	2595083	2595409	-	327	42	32	38	14	19	12
E745_02584	CP014529.1	2595782	2596714	-	933	2	0	0	0	0	0
E745_02585	CP014529.1	2596714	2596983	-	270	0	0	0	0	0	0
E745_02586	CP014529.1	2597100	2597615	+	516	64	58	38	30	31	30
E745_02587	CP014529.1	2597814	2598260	-	447	0	0	4	22	30	36
E745_02588	CP014529.1	2598307	2599785	-	1479	12	18	4	10	13	16
E745_02589	CP014529.1	2600139	2600378	-	240	3	0	7	14	29	18
E745_02590	CP014529.1	2600375	2600767	-	393	0	4	4	14	21	17
E745_02591	CP014529.1	2600751	2601215	-	465	2	2	3	34	27	30
E745_02592	CP014529.1	2601702	2602970	-	1269	174	185	189	563	456	432
E745_02593	CP014529.1	2603201	2603938	-	738	74	38	66	22	18	12
E745_02594	CP014529.1	2604005	2604574	-	570	4	1	2	0	4	0
E745_02595	CP014529.1	2604702	2605574	+	873	8	7	4	10	0	12
E745_02596	CP014529.1	2605916	2606788	+	873	10	4	4	43	47	40
E745_02597	CP014529.1	2606785	2608743	+	1959	6	9	8	58	68	56
E745_02598	CP014529.1	2608896	2608994	-	99	4	0	0	0	0	0
E745_02599	CP014529.1	2608994	2609845	-	852	4	6	6	4	10	15
E745_02600	CP014529.1	2609968	2610435	+	468	6	12	10	16	10	12
E745_02601	CP014529.1	2610698	2611180	-	483	48	46	46	7	14	10
E745_02602	CP014529.1	2611280	2612143	-	864	10	13	6	14	4	14
E745_02603	CP014529.1	2612741	2613589	+	849	5	6	0	1	2	2
E745_02604	CP014529.1	2613760	2614101	-	342	2	0	0	0	0	0
E745_02605	CP014529.1	2614187	2614894	+	708	6	4	2	18	8	36
E745_02606	CP014529.1	2614881	2615204	+	324	1	2	2	28	16	12
E745_02607	CP014529.1	2615293	2616330	-	1038	20	42	31	30	38	42
E745_02608	CP014529.1	2616777	2617760	-	984	29	34	20	153	107	93
E745_02609	CP014529.1	2618176	2618946	-	771	8	12	10	23	20	18
E745_02610	CP014529.1	2618939	2619874	-	936	24	54	41	117	110	100
E745_02611	CP014529.1	2620021	2620128	-	108	3	7	5	0	2	1
E745_02612	CP014529.1	2620468	2622117	-	1650	68	61	65	30	30	26
E745_02613	CP014529.1	2622312	2623208	-	897	32	55	34	58	44	52
E745_02614	CP014529.1	2623201	2623860	-	660	16	18	0	27	7	12
E745_02615	CP014529.1	2623882	2624664	-	783	12	7	7	6	2	0
E745_02616	CP014529.1	2624657	2625574	-	918	14	30	36	6	17	12
E745_02617	CP014529.1	2625577	2625792	-	216	0	0	0	0	0	0
E745_02618	CP014529.1	2626649	2629876	+	3228	4	0	6	4	6	4
E745_02619	CP014529.1	2629989	2630303	+	315	0	0	0	0	0	0
E745_02620	CP014529.1	2630316	2630690	+	375	0	0	0	0	0	0
E745_02621	CP014529.1	2630700	2631035	+	336	0	0	0	0	0	0
E745_02622	CP014529.1	2631118	2632263	+	1146	2	4	7	8	4	4
E745_02623	CP014529.1	2632978	2634837	+	1860	2	0	0	2	8	14
E745_02624	CP014529.1	2634931	2635170	+	240	0	0	2	0	2	0
E745_02625	CP014529.1	2635248	2635922	+	675	79	98	78	46	37	46
E745_02626	CP014529.1	2635915	2636079	+	165	22	23	19	11	13	7
E745_02627	CP014529.1	2636155	2636589	+	435	0	0	2	0	0	0
E745_02628	CP014529.1	2636590	2637297	+	708	2	0	4	2	0	0
E745_02629	CP014529.1	2637287	2637577	+	291	0	0	0	0	0	0
E745_02630	CP014529.1	2637836	2639020	+	1185	0	2	0	0	0	0
E745_02631	CP014529.1	2639017	2639154	+	138	0	0	0	2	0	0
E745_02632	CP014529.1	2639900	2641810	+	1911	0	2	2	4	4	5
E745_02633	CP014529.1	2642151	2642654	+	504	2	2	0	0	0	0
E745_02634	CP014529.1	2642714	2643103	+	390	0	0	0	0	0	0
E745_02635	CP014529.1	2643090	2645537	+	2448	0	2	2	0	0	0
E745_02636	CP014529.1	2645542	2647665	+	2124	2	0	2	2	0	4
E745_02637	CP014529.1	2647662	2648666	+	1005	0	0	2	0	2	0
E745_02638	CP014529.1	2648685	2649596	+	912	0	0	2	0	4	2
E745_02639	CP014529.1	2650256	2650471	-	216	8	15	6	24	24	21
E745_02640	CP014529.1	2651233	2652672	-	1440	6	12	14	26	22	24
E745_02641	CP014529.1	2653260	2653892	-	633	0	0	0	4	8	6
E745_02642	CP014529.1	2654241	2655692	-	1452	0	0	4	10	4	10
E745_02643	CP014529.1	2655804	2657147	-	1344	4	2	0	0	2	2
E745_02644	CP014529.1	2657281	2663208	-	5928	50	52	42	78	111	90
E745_02645	CP014529.1	2663826	2664260	-	435	2	2	0	0	4	4
E745_02646	CP014529.1	2664277	2665482	-	1206	0	2	2	12	6	10
E745_02647	CP014529.1	2666176	2666562	+	387	0	0	4	0	0	0
E745_02648	CP014529.1	2666656	2666847	+	192	0	1	2	0	0	0
E745_02649	CP014529.1	2667603	2667797	+	195	0	0	2	4	6	2
E745_02650	CP014529.1	2668420	2668608	+	189	0	0	0	2	0	2
E745_02651	CP014529.1	2668633	2669760	+	1128	2	2	0	4	12	2
E745_02652	CP014529.1	2670001	2671617	-	1617	2	8	12	50	38	26
E745_02653	CP014529.1	2671735	2671953	+	219	0	0	0	2	0	0
E745_02654	CP014529.1	2672802	2673041	-	240	4	2	0	6	0	2
E745_02655	CP014529.1	2673065	2674588	-	1524	38	25	34	32	22	22
E745_02656	CP014529.1	2674606	2674728	-	123	0	2	2	2	0	0
E745_02657	CP014529.1	2674758	2675741	-	984	14	13	22	28	10	14
E745_02658	CP014529.1	2675765	2675914	-	150	2	0	1	4	0	2
E745_02659	CP014529.1	2675935	2676312	-	378	6	8	12	14	8	11
E745_02660	CP014529.1	2676344	2676523	-	180	0	0	4	2	0	3
E745_02661	CP014529.1	2676538	2676807	-	270	0	3	3	7	4	6
E745_02662	CP014529.1	2677330	2679072	-	1743	12	13	8	28	12	10
E745_02663	CP014529.1	2679056	2680810	-	1755	2	10	10	2	4	8
E745_02664	CP014529.1	2680920	2681489	-	570	2	0	0	2	0	0
E745_02665	CP014529.1	2681507	2682922	-	1416	6	4	0	4	1	2
E745_02666	CP014529.1	2682933	2683601	-	669	0	0	0	0	2	0
E745_02667	CP014529.1	2683732	2684250	-	519	4	2	11	2	10	4
E745_02668	CP014529.1	2684525	2684617	-	93	0	0	0	0	0	0
E745_02669	CP014529.1	2684647	2684880	-	234	3	0	0	2	4	0
E745_02670	CP014529.1	2684895	2685845	-	951	26	32	28	14	20	8
E745_02671	CP014529.1	2685842	2686684	-	843	24	21	32	6	8	10
E745_02672	CP014529.1	2687006	2688193	+	1188	28	49	70	37	16	21
E745_02673	CP014529.1	2688285	2689025	-	741	21	17	26	28	18	20
E745_02674	CP014529.1	2689943	2691169	+	1227	14	11	16	4	11	4
E745_02675	CP014529.1	2691258	2691650	-	393	150	170	157	1760	1739	1511
E745_02676	CP014529.1	2691666	2692109	-	444	193	165	181	2766	2690	2766
E745_02677	CP014529.1	2692628	2693095	-	468	593	610	636	753	809	759
E745_02678	CP014529.1	2693215	2694753	-	1539	32	27	30	39	46	34
E745_02679	CP014529.1	2694833	2695519	+	687	0	0	4	6	6	6
E745_02680	CP014529.1	2695720	2696247	-	528	45	56	29	9	8	6
E745_02681	CP014529.1	2696331	2697008	-	678	1	1	0	4	4	0
E745_02682	CP014529.1	2697005	2698135	-	1131	1	0	2	6	7	4
E745_02683	CP014529.1	2698135	2700318	-	2184	0	4	2	2	4	2
E745_02684	CP014529.1	2700315	2701340	-	1026	2	0	0	0	0	0
E745_02685	CP014529.1	2701385	2702212	-	828	0	0	0	0	0	2
E745_02686	CP014529.1	2702209	2703276	-	1068	0	2	2	0	0	0
E745_02687	CP014529.1	2703302	2704138	-	837	0	0	0	2	0	2
E745_02688	CP014529.1	2704135	2705004	-	870	0	0	2	2	2	0
E745_02689	CP014529.1	2705074	2706357	-	1284	2	0	2	0	0	2
E745_02690	CP014529.1	2706371	2708056	-	1686	0	0	0	2	4	0
E745_02691	CP014529.1	2708331	2709356	+	1026	44	28	44	60	54	50
E745_02692	CP014529.1	2709951	2713604	-	3654	851	901	904	2687	2166	2159
E745_02693	CP014529.1	2713683	2717300	-	3618	884	970	781	2687	2289	2233
E745_02694	CP014529.1	2718028	2718996	+	969	12	7	8	22	16	16
E745_02695	CP014529.1	2719014	2719919	+	906	8	4	4	10	4	6
E745_02696	CP014529.1	2719916	2720722	+	807	10	4	14	12	14	14
E745_02697	CP014529.1	2720879	2721847	+	969	72	92	64	68	88	49
E745_02698	CP014529.1	2722164	2722688	-	525	96	102	114	68	58	52
E745_02699	CP014529.1	2722975	2724957	+	1983	86	85	83	418	451	423
E745_02700	CP014529.1	2725112	2726098	-	987	66	26	38	69	54	74
E745_02701	CP014529.1	2726121	2726687	-	567	15	6	13	52	8	35
E745_02702	CP014529.1	2726701	2727117	-	417	12	14	18	46	41	46
E745_02703	CP014529.1	2727574	2729508	-	1935	84	88	100	218	176	226
E745_02704	CP014529.1	2729789	2730745	+	957	226	176	227	244	228	215
E745_02705	CP014529.1	2730835	2731938	+	1104	30	30	30	47	66	39
E745_02706	CP014529.1	2731951	2732904	+	954	2	0	2	6	12	8
E745_02707	CP014529.1	2733839	2735185	-	1347	78	110	147	306	252	172
E745_02708	CP014529.1	2735319	2736569	-	1251	71	79	78	231	233	198
E745_02709	CP014529.1	2736578	2737501	-	924	46	44	28	162	191	182
E745_02710	CP014529.1	2737722	2740214	-	2493	554	551	649	410	353	331
E745_02711	CP014529.1	2740221	2740688	-	468	29	30	43	34	34	24
E745_02724	CP014529.1	2747430	2748119	+	690	74	61	49	86	49	85
E745_02725	CP014529.1	2748106	2749314	+	1209	64	72	40	44	42	54
E745_02726	CP014529.1	2749608	2750879	+	1272	62	101	76	191	161	141
E745_02727	CP014529.1	2751428	2752912	-	1485	960	1099	985	581	532	525
E745_02728	CP014529.1	2753417	2754112	-	696	131	121	122	252	243	230
E745_02729	CP014529.1	2754202	2755302	-	1101	183	212	166	408	357	254
E745_02730	CP014529.1	2755311	2755502	-	192	32	24	29	74	50	36
E745_02731	CP014529.1	2755523	2756413	-	891	58	69	67	170	130	134
E745_02732	CP014529.1	2756400	2757167	-	768	51	46	37	124	163	115
E745_02733	CP014529.1	2757179	2757892	-	714	14	26	22	88	89	82
E745_02734	CP014529.1	2758124	2760025	-	1902	113	115	138	380	318	331
E745_02735	CP014529.1	2760042	2761439	-	1398	39	37	47	208	173	178
E745_02736	CP014529.1	2761783	2762121	+	339	0	0	0	4	3	6
E745_02737	CP014529.1	2762289	2763047	-	759	163	138	142	255	223	203
E745_02738	CP014529.1	2763065	2763883	-	819	98	65	80	262	251	252
